"asc_NonStop","asc_1Stop","asc_1StopChange","mu_log_StopPenaltyHours","sigma_log_StopPenaltyHours","b_Fare","b_Legroom2","b_Legroom3","b_Legroom4","mu_log_DiffTime","sigma_log_DiffTime","logLike"
0,0,0,-3,-0.01,0,0,0,0,-3,-0.01,-3068.92377416836
0,0,0,-3,-0.01,0,0,0,0,-3,-0.01,-3068.92377416836
0,-0.000237402203834861,-0.00025985095020508,-2.99996779077552,-0.0100003273069216,-0.0272925900047326,5.5750577243929e-07,6.25053848329794e-07,4.66034249665547e-05,-2.99998430622886,-0.010000162289016,-2990.29127570241
0,-3.63127456593517,-4.19005588226604,-2.49288833594987,-0.0152020615174832,-0.0277651904850424,0.0908567402612648,-0.050273455202633,0.667294426889732,-2.72113444653121,-0.0130883097903433,-2569.3095688124
0,-2.9995743223011,-4.65558813421521,-2.94277036446252,-0.00593389859573574,-0.0278496665495308,0.833915736299535,0.956839164314063,2.5600596070169,-1.4380310164027,-0.0416606681139991,-2553.94446872817
0,-3.16555680726177,-4.49525167451706,-3.03257332861233,-0.00435484772756742,-0.0277752251868794,1.15716220092652,1.28244521218594,2.70136261671503,-1.31427675044964,-0.0926441101428876,-2530.11282266748
0,-3.73495764929217,-3.7917638256385,-3.86559048463396,0.00949712216035211,-0.0272710295140753,3.77083747363622,3.73555205976378,4.33956890556606,-2.70826941117254,-2.16498368892055,-2511.58537882009
0,-3.79263557282332,-3.71032507202885,-3.97863786334798,0.0113682184379041,-0.0272568853748471,3.90259340354611,3.88155846667616,4.33957608602528,-2.60263283311108,-2.69817861050909,-2508.51578029335
0,-3.4835166010098,-3.52304852822567,-5.81247025305164,0.0435381028860155,-0.0275846851565663,2.20702249471828,3.08489857632767,2.36400400930392,-2.36904331317793,-2.25323211257308,-2240.05164548262
0,-3.54634617311794,-3.12289227755774,-6.61072676086198,0.0578319960937865,-0.0277762671700581,1.79502481010577,1.69826466140458,1.81833219657714,-2.20534941364065,-2.01554744456503,-2116.10349730122
0,-3.23577756347102,-3.19833543427294,-5.96594809730185,0.0482563088082657,-0.0279610291549758,1.95859878428196,1.48600492972174,1.46882997143012,-2.10598268934417,-1.90488312957723,-2097.47628739119
0,-2.58689836610807,-2.62959350224994,-2.38539348771261,-0.00556131021963911,-0.0277987415100379,1.04437882520553,0.886812306600008,1.00767859036478,-1.83355793690083,-1.5087237244906,-1986.65232507925
0,-1.95125684585729,-2.18962303809261,-3.59653308522674,-0.0235787408141144,-0.0258087403529827,-0.27086479138217,-0.00530983733691615,0.173952320147336,-2.3305770831594,-1.2308523958583,-1947.05931875931
0,-2.09399650242031,-2.38105850059161,-3.13790704639203,-0.0434388324425532,-0.0252516861639926,0.410289084011839,0.569571956775417,0.900428450752953,-2.52317650083084,-1.54030947084093,-1910.20544565468
0,-1.9623131925286,-2.21182186362598,-2.48842422440287,-0.0617009316972189,-0.0236175390460589,0.495804180776721,0.544351774392864,0.794097933756522,-2.67995902554586,-1.61304198565847,-1897.76974485144
0,-1.86477179243652,-2.10389983283717,-1.85688586916575,-0.123244372588977,-0.0226651251299988,0.491642544979244,0.53357303909469,0.780096944689893,-2.76394999335944,-1.62558457311299,-1892.25825351744
0,-1.7800036597613,-2.01025228642504,-1.55040322783982,-0.204915173702222,-0.0219945688686721,0.463107882648612,0.511574956469394,0.75901826879826,-2.83705249341539,-1.64083590331486,-1889.13679499416
0,-1.70735557568239,-1.92497322577921,-1.58262594601504,-0.165806625355107,-0.0212897562735723,0.418867494438549,0.479061852996504,0.732125344759123,-2.9282321521825,-1.67009901919161,-1886.85694622383
0,-1.66374653843016,-1.88097269081368,-1.46290313743417,-0.275323959526172,-0.0210421431746075,0.411826246221805,0.474271592641404,0.721235134180155,-2.96976334981144,-1.67962850251607,-1885.94219939272
0,-1.59027889834673,-1.80342461058533,-1.31457069604041,-0.856175879141614,-0.0206665162041614,0.4014506719688,0.465066362201065,0.706506574571295,-3.04687077169987,-1.70161319515199,-1884.77701529962
0,-1.47644110235479,-1.68490390064195,-1.25568606485807,-1.09812533515394,-0.0202761974548161,0.395034127790148,0.461222334247246,0.686826986056856,-3.19743235462107,-1.75264144468501,-1882.54194294982
0,-1.43182456079173,-1.6384702768918,-1.25118079409589,-1.31013009622011,-0.020150598561063,0.392326804996845,0.459777557235574,0.679670679265742,-3.25903879773092,-1.7746616939385,-1881.54810698562
0,-1.32224774548188,-1.52104118660213,-1.26334280132084,-1.72402157937544,-0.0201468568081584,0.393157962395865,0.460218448529902,0.675134032108045,-3.42398514680505,-1.8377141246083,-1878.47559745454
0,-1.32223831868317,-1.52103366531888,-1.26334892394631,-1.72402042021357,-0.0228228812646228,0.393157953798188,0.460217718251832,0.675138573155188,-3.42398031037818,-1.83771919897473,-1869.38058102796
0,-1.20017176136189,-1.71018687024076,-0.80318625490329,-2.43926918258065,-0.0290509215799773,0.391013135652231,0.441190900619326,1.01698212603404,-2.90380055321107,-2.46238951362935,-1865.15643538643
0,-1.24209071640555,-1.62270503043576,-0.647259672121592,-2.72122494290383,-0.0307704479179598,0.432539829290517,0.520099171280212,1.0281431250204,-2.87376870122174,-2.53268281268932,-1859.55837987954
0,-1.08057795251542,-1.56230365642882,-0.562728687730748,-3.02272011600102,-0.0316381622692983,0.485560809747858,0.585562904303048,1.05326079857021,-2.92260840005123,-2.54708600342994,-1854.13388166032
0,-1.05087050096227,-1.47939191859602,-0.574249217165695,-3.13735675812239,-0.0316241494529002,0.48079218319668,0.530132299946243,1.12148250248538,-2.95468874067252,-2.55321629614888,-1852.6557003521
0,-1.08363125059008,-1.52707408444462,-0.642125606010339,-3.34530692615125,-0.0323849577687704,0.415635067250775,0.396787553022581,1.04097565849126,-3.02661504364608,-2.5445262773174,-1851.14456794162
0,-1.10813207617124,-1.47442536435409,-1.02763454278534,-3.77017642300571,-0.0324753878531525,0.201824123473205,0.350941982623581,0.810886075363889,-3.04295226520298,-2.65681864280699,-1850.34430004272
0,-1.56549494296572,-1.83907516005669,-2.24581240447295,-4.85157798935881,-0.0344327250624757,0.621771977615237,0.69330450315517,1.04226089975727,-3.27389737786161,-2.65247094277319,-1846.97416198881
0,-1.54342161640219,-1.8207942978125,-2.19105971720316,-4.86749689088556,-0.0345862448462412,0.576398836764498,0.718115939370718,1.07073638052394,-3.25601621740287,-2.57571660642134,-1846.07732571496
0,-1.34392899729904,-1.58703861619232,-1.87092638364546,-4.83892456863606,-0.0345214774731457,0.710280166150432,0.630286150812988,0.99215210136595,-3.08042308748152,-2.33742411304964,-1842.93931272397
0,-1.24728155631132,-1.49814945537648,-1.57132602479383,-4.6387579817268,-0.0346186688220374,0.644044997953347,0.651741569059399,0.977684032704608,-3.37299984545536,-2.59225739868822,-1841.06626695166
0,-1.11296155493154,-1.41491295710589,-1.06250743784861,-4.16823825471873,-0.0345483470268225,0.494874072112898,0.571819207446953,0.924950583147453,-3.50462718068649,-2.70003185385745,-1839.83280869317
0,-1.07024163914406,-1.36851079530393,-0.881807117086297,-3.95773476965596,-0.0345683652856431,0.497465352295596,0.594343004246299,0.936990786579314,-3.53658038971766,-2.69377663416575,-1839.58452480221
0,-0.976543245405308,-1.25934434541429,-0.568720275746891,-3.6225613219217,-0.0350271072586727,0.548263690580791,0.639980306204191,0.980221638219652,-3.26696585589272,-2.33392085088622,-1839.18565380447
0,-0.974161717721403,-1.25954669281615,-0.621125873072032,-3.73330951249988,-0.0354167639808981,0.550194262032144,0.634679289645703,0.981597722445481,-3.13084664946069,-2.23880055328992,-1838.9663213378
0,-0.985069147304093,-1.28268537895972,-0.683278998025803,-3.86291783806742,-0.0357391172720042,0.520513788644403,0.607031557444106,0.961166172562664,-3.09704159682998,-2.29121888119929,-1838.93692545065
0,-0.960993598277793,-1.25618682960375,-0.59609100639798,-3.76839160724586,-0.0357620428913703,0.524842649419315,0.610981207088414,0.962404779399757,-3.04694434092474,-2.21432855125542,-1838.90108158238
0,-0.971865914185599,-1.26261442526103,-0.616216738403617,-3.74698377468835,-0.0356185595091566,0.530899609423774,0.623478438550818,0.966588822645565,-3.12259778889989,-2.26884023879169,-1838.89940410966
0,-0.968938954860084,-1.26266133537124,-0.615535732258241,-3.76279541646694,-0.0357185224905528,0.526626988595897,0.617107188622036,0.964629736697647,-3.0944554459485,-2.25869606542291,-1838.88824565715
0,-0.962487822362975,-1.25720359203986,-0.605135310584171,-3.76655661335099,-0.0358223888609705,0.526354308137336,0.614593241420719,0.964839611426022,-3.05540360510789,-2.22903868230118,-1838.88423649999
0,-0.963790317187058,-1.25753152457345,-0.604090987920804,-3.75621272132378,-0.0357783256273985,0.527661400779542,0.616793247023597,0.965285350400276,-3.07326900019025,-2.23900837165011,-1838.8821373941
0,-0.96379028694628,-1.2575314052353,-0.604090952928065,-3.75621287721075,-0.0357928075572736,0.527661489263221,0.616793228615492,0.965285350856685,-3.07326922644557,-2.23900779430032,-1838.88209252029
0,-0.96378811820901,-1.25736125630215,-0.603715143903872,-3.7567895249549,-0.0357877972215063,0.527929447608198,0.616724720468924,0.965348490341282,-3.07385393221971,-2.23736746469193,-1838.88198149369
0,-0.963513678013745,-1.25706286356117,-0.603868387715492,-3.7568809638716,-0.035785113024448,0.528115950363434,0.616702335560408,0.965395317691047,-3.07363686864989,-2.23717730111738,-1838.88195390339
0,-0.963597465343619,-1.25698391648208,-0.603764458716405,-3.75721013955093,-0.0357879525540492,0.528138652135023,0.617074516326048,0.965460237912566,-3.07225259021485,-2.23661418376679,-1838.88192232357
0,-0.963491144526273,-1.25719391697631,-0.603759922752222,-3.75724304172591,-0.0357894523738168,0.52817221559287,0.617016033807328,0.96558510769935,-3.07177170160436,-2.23638635874192,-1838.8819134909
0,-0.963491029299234,-1.25719390851666,-0.603760034862504,-3.75724296306636,-0.0357907268352264,0.52817223846334,0.617015988014959,0.965585135530938,-3.07177157167032,-2.23638652277487,-1838.8819131343
0,-0.999977665831322,-0.999931183943074,-1.0000401843,-0.999813822757162,-1.00000190980928,1.00000617050162,0.999992518588071,1.0000033068904,-0.999776205722879,-1.00022845674025,-1838.88189299321
